smiles,Egc
[*]CC(C=C1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],3.2138
[*]NOC(=O)O[*],6.2663
[*]CCCCCCCCCCN(C)C(=O)CCCCCCCCC(=O)N([*])C,5.5704
[*]Oc1ccc(OC(=O)c2ccc(OC(=O)CCCCCCCCC([*])=O)cc2)cc1,4.2519
[*]c1ccc(Sc2ccc(-c3nn(-c4ccc(S(=O)(=O)c5ccc(-n6nc([*])c7ccccc7c6=O)cc5)cc4)c(=O)c4ccccc34)cc2)cc1,3.5491
[*]C(F)C([*])(F)OC(F)(F)F,8.1265
[*]CS(=O)(=O)C1CC([*])C[N+](C)(C)C1,0.1093
[*]C(=O)Nc1cccc(NC(=O)c2cccc(NC(=O)c3ccc(-c4nc5cc([*])ccc5[nH]4)cc3)c2)c1,3.3084
[*]Nc1ccc(-c2ccc(NC(=C(C#N)C#N)c3ccc(-c4ccc(C([*])=C(C#N)C#N)cc4)cc3)cc2)cc1,2.7741
[*]C(=O)C(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2[*],2.9419
[*]c1cnc([*])s1,1.8999
[*]C#Cc1cc(CCCCCC)c([*])s1,1.5751
[*]CCCCOC(=O)C1C(=O)C2CCC1C(=O)C2C(=O)O[*],5.3882
[*]OC(=O)CCCCCCCCC(=O)OC1COC2C([*])COC12,6.5166
[*]Oc1ccc(N=Nc2ccc(C([*])=O)cc2)cc1C,2.9443
[*]OC(CC)C([*])=O,6.3762
[*]C=C([*])c1ccccc1,0.1289
[*]c1ccc(Cc2ccccc2-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)cc1,2.9239
[*]OC(COC([*])=O)COc1ccccc1,5.4034
[*]CCCCOC(=O)c1cccc(C(=O)O[*])c1,5.1711
[*]CC(O)CN([*])c1ccc(N=Nc2ccc(C#N)cc2)cc1,2.0164
[*]OP(=O)(Oc1ccc([*])cc1)OC1CCCCC1,5.2577
[*]Nc1ccccc1NC(=O)c1cccc(C([*])=O)c1,3.6159
[*]CC(=S)C(C=C1)=CC=C1N[*],2.6292
[*]CCCCCCCCc1nc2cc(-c3ccc4oc([*])nc4c3)ccc2o1,4.6999
[*]CC([*])(C)C(=O)OC,6.5972
[*]c1cccc([*])c1N,3.8845
[*]OC([*])CCC#N,6.5576
[*]OC(CCCCC)CC([*])=O,6.5462
[*]CC1CCC(COC(=O)O[*])CC1,6.8655
[*]CCCCC(C)CC(=O)N[*],6.0469
[*]c1cc(N2C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc(C(F)(F)F)c1,3.3576
[*]CCC(Cl)=C([*])Cl,5.2834
[*]C=Cc1csc(C=Cc2cccc([*])n2)c1CCCCCCCC,3.2647
[*]c1ccc(Cc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)cc1,2.6251
[*]CCC(=O)OC(=O)CCc1ccc([*])o1,4.5192
[*]c1ccc2[nH]c([*])nc2c1,3.9385
[*]CCCCCCCCCNC(=O)CCCCCC(=O)N[*],5.9578
[*]CCC(C)=C([*])C,4.9429
[*]c1cccc(N2CC(=O)N([*])CC2=O)c1,5.0572
[*]CC([*])OC(=O)CC,6.5454
[*]c1cc(C(F)(F)C(F)(F)C(F)(F)F)c([*])s1,2.8054
[*]C(F)C([*])(F)F,7.6787
[*]CCCCCCNC(=O)C(O)C(O)C(=O)N[*],5.8031
[*]Oc1ccc2ccccc2c1N=Nc1ccc(C([*])=O)cc1,2.8394
[*]c1ccc(-c2cnc3ccc(Oc4ccc5ncc([*])nc5c4)cc3n2)cc1,3.3633
[*]c1cccc(-c2ccc(-c3ccc([*])s3)s2)c1,2.9634
[*]C(=O)CCCCCCCCC(=O)N1CC(C)N([*])CC1C,5.7455
[*]CCCCCCCCCCOC(=O)O[*],7.22
[*]Cc1nc2cc3sc([*])nc3cc2s1,3.8345
[*]Oc1ccc2cc(Oc3ccc(C(=O)c4ccc([*])cc4)cc3)ccc2c1,3.634
[*]OC1CC(c2ccccc2)CC([*])O1,5.8678
[*]Oc1ccc(Oc2ccc(C(=O)c3ccccc3-c3ccccc3C(=O)c3ccc([*])cc3)cc2)cc1,3.3644
[*]CCN([*])C(=O)c1ccc(OC)cc1,5.0115
[*]CC([*])SC,5.023
[*]C(=O)c1ccc(N([*])C)cc1,4.3942
[*]OC([*])C(Cl)Cl,6.5565
[*]CCCCCCCCCCO[*],6.2252
[*]CC([*])C(=O)OCCCSCCC#N,5.408
[*]CCOCC(=O)NCCNC(=O)CO[*],5.9751
[*]OC(=O)OCCOCCOCCOC(=O)OC1COC2C([*])COC12,6.4799
[*]c1cc(OCC(=O)C23CC4CC(CC(C4)C2)C3)c([*])cc1OC,4.0135
[*]c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)cc2C(C)(C)C)cc1,1.9644
[*]CC(C)(COC(=O)O[*])C(=O)OCc1ccccc1,5.7764
[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],3.5671
[*]CC(=O)CC(S1)=CC=C1[*],4.4255
[*]c1nc(-c2ccccc2)nc(N([*])c2ccccc2)n1,3.8771
[*]N=NNc1ccc(NN=Nc2ccc([*])cc2)cc1,1.9731
[*]C=Cc1cccc([*])c1,3.0128
[*]CCN([*])C(=O)CO,5.9405
[*]Oc1ccc(C(C)=Cc2ccc(OC(=O)OCCCCCOC([*])=O)cc2)cc1,4.0595
[*]CNC(=S)C(S1)=CC=C1[*],3.5084
[*]Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N[*])cc1,5.5873
[*]C([*])F,6.7608
[*]CCCCOC(=O)OCC1CCC(COC(=O)O[*])CC1,7.0222
[*]Oc1ccc(C(CC)c2ccc(OC([*])=O)cc2)cc1,5.1581
[*]C([2H])([2H])C([*])([2H])Cl,6.2382
[*]C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)cc1,2.6514
[*]CCCCCCCNC(=O)C(OC)C(OC)C(=O)N[*],5.7148
[*]OC(=O)OC1COC2C([*])COC12,6.8979
[*]Oc7ccc(C6(c3ccc(OC(=O)c2ccc(S(=O)(=O)c1ccc(C([*])=O)cc1)cc2)cc3)c4ccccc4c5ccccc56)cc7,3.1108
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc([*])cc4C3=O)nc1)C2=O,3.0206
[*]c1ccc(-c2ccc(-c3ccc([*])n3C)n2C)cn1,2.931
[*]CCCCCCOC(=O)SC(=O)O[*],5.9655
[*]CCCCC(=O)NCCCCCCC(=O)NCCC(=O)N[*],5.7097
[*]C(C#N)=C([*])c1ccccc1,4.3452
[*]c1ccc(N(c2ccc(CCCC)cc2)c2ccc(-c3ccc([*])s3)cc2)cc1,2.8955
[*]CCC(C)CCC(=O)N[*],5.8159
[*]CCCCCCCCCCCCCCCCCCCCOC(=O)CCC(=O)O[*],6.7992
[*]CC([*])C(=O)OCF,6.4866
[*]C(F)(F)C(=O)C(F)(F)C(=O)[*],4.4683
[*]C(=O)NCCCCCCNC(=O)C1=COC=C([*])O1,4.4645
[*]Oc1ccc(C(=O)OCCOCCOC(=O)c2ccc(OC([*])=O)cc2)cc1,4.6582
[*]CCOC(=S)NC(=S)C(C=C1)=CC=C1N[*],2.7606
[*]CC(=S)C(C=C1)=CC=C1C(=S)[*],1.5353
[*]c1ccc(Oc2ccc(-c3nc4ccc(Oc5ccc6nc([*])c(-c7ccccc7)c(-c7ccccc7)c6c5)cc4c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,3.2296
[*]CC([*])(F)C(=O)OCC(F)(F)C(F)F,6.8862
[*]Oc1ccc(C(=Nc2ccc(N=C(c3ccccc3)c3ccc(On4c(=O)c5c(F)c6c(=O)n([*])c(=O)c6c(F)c5c4=O)cc3)cc2)c2ccccc2)cc1,0.9593
[*]c1ccc([*])c(OC)c1N,4.71
[*]CC(C)(C)COC(=O)CCCCC(=O)O[*],6.692
[*]Oc1ccc(C(C)(c2ccc(Oc3ccc(C(=O)c4ccc([*])cc4)cc3)cc2)C(F)(F)F)cc1,3.9149
[*]c1cccc(-c2nc3cc4nc([*])c(-c5ccccc5)nc4cc3nc2-c2ccccc2)c1,2.9837
[*]CCCC([*])(C)Cl,6.5311
[*]CC(=O)OC(=O)COc1ccc(O[*])cc1,4.4922
[*]CCCCCCOCO[*],6.7419
[*]OC(CC([*])=O)C1CO1,6.757
[*]C(=S)N([*])C,3.6861
[*]C1CC([*])OC(O)O1,6.5343
[*]=CC2CC(C=[*])C3CN(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)CC23,4.3204
[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[*],6.4368
[*]CCCCCCCNC(=O)C=CCCC=CC(=O)N[*],5.3907
[*]c1ccc([*])c2nc(-c3ccccc3)c(-c3ccccc3)nc12,3.1914
[*]CCC(C)C([*])(C)C(=O)OC,6.5856
[*]CCCCOC(=O)CCCCCCCCC(=O)O[*],6.818
[*]Cc1ccc(COC(=O)CCCC(=O)O[*])cc1,5.4521
[*]C(F)(F)C(F)(F)C(C=C1)=CC=C1O[*],4.5008
[*]CCCNC(=O)CCCCCCCCC(=O)NCCCOCCOCCO[*],5.9339
[*]CC(C)(C)COC(=O)Nc1ccc(NC(=O)O[*])cc1,4.8883
[*]CCOCCOC(=O)C(CCC)C(=O)O[*],6.4978
[*]CCCCCNC(=S)N[*],4.4944
[*]CC(S1)=CC=C1CC(S2)=CC=C2[*],4.626
