smiles,temp,density
CCCC(C)CC(C)CC(C)C,25,658.721796
CCCC(C)CC(C)CC(C)C,50,643.868543
CCCC(C)CC(C)CC(C)C,75,628.486481
CCCC(C)CC(C)CC(C)C,100,612.497064
CCCC(C)CC(C)CC(C)C,125,595.800982
CCCC(C)CC(C)CC(C)C,150,578.269683
CCCC(C)CC(C)CC(C)C,175,559.731911
CCCC(C)CC(C)CC(C)C,200,4.55825081
CCCC(C)CC(C)CC(C)C,225,4.30669652
CCCC(C)CC(C)CC(C)C,250,4.08311133
CCCC(C)CC(C)CC(C)C,275,3.88282745
CCCC(C)CC(C)CC(C)C,300,3.7022058
CCCC(C)CC(C)CC(C)C,325,3.53835815
CCCC(C)CC(C)CC(C)C,350,3.38895685
CCCC(C)CC(C)CC(C)C,375,3.25210107
CCCC(C)CC(C)CC(C)C,400,3.12622038
CCCC(C)CC(C)CC(C)C,425,3.01000401
CCCC(C)CC(C)CC(C)C,450,2.90234798
CCCC(C)CC(C)CC(C)C,475,2.80231472
CCCC(C)CC(C)CC(C)C,500,2.70910223
CCCC(C)(CCC)C(C)(C)C,25,790.198923
CCCC(C)(CCC)C(C)(C)C,50,770.606179
CCCC(C)(CCC)C(C)(C)C,75,750.422048
CCCC(C)(CCC)C(C)(C)C,100,729.563019
CCCC(C)(CCC)C(C)(C)C,125,707.924904
CCCC(C)(CCC)C(C)(C)C,150,685.374992
CCCC(C)(CCC)C(C)(C)C,175,661.739942
CCCC(C)(CCC)C(C)(C)C,200,4.60063564
CCCC(C)(CCC)C(C)(C)C,225,4.34093785
CCCC(C)(CCC)C(C)(C)C,250,4.11113006
CCCC(C)(CCC)C(C)(C)C,275,3.90600794
CCCC(C)(CCC)C(C)(C)C,300,3.72156791
CCCC(C)(CCC)C(C)(C)C,325,3.55466744
CCCC(C)(CCC)C(C)(C)C,350,3.40279747
CCCC(C)(CCC)C(C)(C)C,375,3.26392512
CCCC(C)(CCC)C(C)(C)C,400,3.13638226
CCCC(C)(CCC)C(C)(C)C,425,3.01878468
CCCC(C)(CCC)C(C)(C)C,450,2.9099724
CCCC(C)(CCC)C(C)(C)C,475,2.80896472
CCCC(C)(CCC)C(C)(C)C,500,2.71492603
CC(C)C(C)CC(C)C(C)(C)C,25,756.326013
CC(C)C(C)CC(C)C(C)(C)C,50,738.266721
CC(C)C(C)CC(C)C(C)(C)C,75,719.643701
CC(C)C(C)CC(C)C(C)(C)C,100,700.377503
CC(C)C(C)CC(C)C(C)(C)C,125,680.368981
CC(C)C(C)CC(C)C(C)(C)C,150,659.491803
CC(C)C(C)CC(C)C(C)(C)C,175,637.580896
CC(C)C(C)CC(C)C(C)(C)C,200,4.58809866
